model,split,threshold,precision,recall,f1,pred_positive_rate,pred_positive_count
lgbm_auc_unweighted_seed42,test,0.85,0.925,0.037987679671457907,0.07297830374753451,0.0015301048121796343,40
lgbm_auc_unweighted_seed42,test,0.9,1.0,0.018480492813141684,0.036290322580645164,0.0006885471654808355,18
lgbm_auc_unweighted_seed42,test,0.95,1.0,0.00513347022587269,0.010214504596527068,0.0001912631015224543,5
lgbm_auc_unweighted_seed2026,val,0.5,0.7051597051597052,0.2946611909650924,0.41564083997103546,0.015568816463927779,407
lgbm_auc_unweighted_seed2026,val,0.6,0.7881040892193308,0.21765913757700206,0.3411102172164119,0.01028995486190804,269
lgbm_auc_unweighted_seed2026,val,0.65,0.8425925925925926,0.1868583162217659,0.3058823529411765,0.008262565985770026,216
lgbm_auc_unweighted_seed2026,val,0.7,0.8662790697674418,0.15297741273100615,0.2600349040139616,0.006579450692372427,172
lgbm_auc_unweighted_seed2026,val,0.75,0.8888888888888888,0.12320328542094455,0.2164111812443643,0.0051641037411062655,135
lgbm_auc_unweighted_seed2026,val,0.8,0.8947368421052632,0.08726899383983573,0.15902712815715622,0.0036339989289266316,95
lgbm_auc_unweighted_seed2026,val,0.85,0.9259259259259259,0.0513347022587269,0.09727626459143969,0.0020656414964425065,54
lgbm_auc_unweighted_seed2026,val,0.9,0.9583333333333334,0.023613963039014373,0.04609218436873747,0.0009180628873077806,24
lgbm_auc_unweighted_seed2026,val,0.95,1.0,0.00513347022587269,0.010214504596527068,0.0001912631015224543,5
lgbm_auc_unweighted_seed2026,test,0.5,0.752906976744186,0.26591375770020537,0.3930197268588771,0.013158901384744855,344
lgbm_auc_unweighted_seed2026,test,0.6,0.824,0.21149897330595482,0.3366013071895425,0.009563155076122714,250
lgbm_auc_unweighted_seed2026,test,0.65,0.8461538461538461,0.16940451745379878,0.2822925577416595,0.007459260959375717,195
lgbm_auc_unweighted_seed2026,test,0.7,0.8475609756097561,0.14271047227926079,0.24428822495606328,0.006273429729936501,164
lgbm_auc_unweighted_seed2026,test,0.75,0.8666666666666667,0.10677618069815195,0.19012797074954296,0.004590314436538903,120
lgbm_auc_unweighted_seed2026,test,0.8,0.9066666666666666,0.06981519507186858,0.12964728312678742,0.0028689465228368145,75
lgbm_auc_unweighted_seed2026,test,0.85,0.9574468085106383,0.04620123203285421,0.0881488736532811,0.0017978731543110704,47
lgbm_auc_unweighted_seed2026,test,0.9,1.0,0.01642710472279261,0.03232323232323232,0.0006120419248718537,16
lgbm_auc_unweighted_seed2026,test,0.95,1.0,0.00513347022587269,0.010214504596527068,0.0001912631015224543,5
lgbm_auc_unweighted_seed777,val,0.5,0.6992665036674817,0.2936344969199179,0.4135936370209689,0.015645321704536762,409
lgbm_auc_unweighted_seed777,val,0.6,0.7777777777777778,0.20841889117043122,0.3287449392712551,0.009983933899472114,261
lgbm_auc_unweighted_seed777,val,0.65,0.8382352941176471,0.175564681724846,0.2903225806451613,0.007803534542116135,204
lgbm_auc_unweighted_seed777,val,0.7,0.8658536585365854,0.1457905544147844,0.24956063268892795,0.006273429729936501,164
lgbm_auc_unweighted_seed777,val,0.75,0.8870967741935484,0.11293634496919917,0.20036429872495445,0.004743324917756866,124
lgbm_auc_unweighted_seed777,val,0.8,0.8977272727272727,0.0811088295687885,0.1487758945386064,0.0033662305867951953,88
lgbm_auc_unweighted_seed777,val,0.85,0.9615384615384616,0.0513347022587269,0.09746588693957114,0.001989136255833525,52
lgbm_auc_unweighted_seed777,val,0.9,1.0,0.021560574948665298,0.04221105527638191,0.000803305026394308,21
lgbm_auc_unweighted_seed777,val,0.95,1.0,0.00513347022587269,0.010214504596527068,0.0001912631015224543,5
lgbm_auc_unweighted_seed777,test,0.5,0.7293447293447294,0.26283367556468173,0.3864150943396226,0.01342666972687629,351
lgbm_auc_unweighted_seed777,test,0.6,0.8200836820083682,0.20123203285420946,0.3231657048639736,0.009142376252773315,239
lgbm_auc_unweighted_seed777,test,0.65,0.8434343434343434,0.17145790554414783,0.28498293515358364,0.00757401882028919,198
lgbm_auc_unweighted_seed777,test,0.7,0.8421052631578947,0.13141683778234087,0.22735346358792186,0.005814398286282611,152
lgbm_auc_unweighted_seed777,test,0.75,0.8545454545454545,0.09650924024640657,0.17343173431734318,0.004207788233493995,110
lgbm_auc_unweighted_seed777,test,0.8,0.8918918918918919,0.06776180698151951,0.12595419847328243,0.0028306939025323236,74
lgbm_auc_unweighted_seed777,test,0.85,0.925,0.037987679671457907,0.07297830374753451,0.0015301048121796343,40
lgbm_auc_unweighted_seed777,test,0.9,1.0,0.015400410677618069,0.030333670374115267,0.0005737893045673629,15
lgbm_auc_unweighted_seed777,test,0.95,1.0,0.004106776180698152,0.0081799591002045,0.00015301048121796343,4
