feature,importance,model,base_config,seed
num__tx_amount_mean,5184,lgbm_pr_default_seed42,lgbm_pr_default,42
num__tx_amount_median_proxy,4903,lgbm_pr_default_seed42,lgbm_pr_default,42
num__tx_amount_sum,4806,lgbm_pr_default_seed42,lgbm_pr_default,42
num__tx_amount_std,3744,lgbm_pr_default_seed42,lgbm_pr_default,42
num__avg_inter_tx_seconds,3430,lgbm_pr_default_seed42,lgbm_pr_default,42
num__tx_dt_span_days,3154,lgbm_pr_default_seed42,lgbm_pr_default,42
num__tx_sum_stanadart_flow_proxy_proxy,3135,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_20_mode,2963,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_19_mode,2889,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_02_mean,2726,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_02_median,2586,lgbm_pr_default_seed42,lgbm_pr_default,42
num__tx_freq_per_day,1883,lgbm_pr_default_seed42,lgbm_pr_default,42
num__odd_amount_share,1866,lgbm_pr_default_seed42,lgbm_pr_default,42
num__num_missing_identity,1647,lgbm_pr_default_seed42,lgbm_pr_default,42
num__daily_activity_share,1583,lgbm_pr_default_seed42,lgbm_pr_default,42
num__crypto_pattern_score,1568,lgbm_pr_default_seed42,lgbm_pr_default,42
num__amount_repeat_share,1556,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_01_mean,1522,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_06_mean,1424,lgbm_pr_default_seed42,lgbm_pr_default,42
num__non_null_id_values,1295,lgbm_pr_default_seed42,lgbm_pr_default,42
num__tx_sum_high_risk_flow_proxy,1283,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_05_mean,1274,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_13_mode,1208,lgbm_pr_default_seed42,lgbm_pr_default,42
num__short_turnover_share,1172,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_06_median,988,lgbm_pr_default_seed42,lgbm_pr_default,42
num__high_risk_vs_mean,933,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_14_mode,870,lgbm_pr_default_seed42,lgbm_pr_default,42
num__MCC_risk_share_proxy,839,lgbm_pr_default_seed42,lgbm_pr_default,42
num__weighted_amount_repeat_share,818,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_gmail.com,814,lgbm_pr_default_seed42,lgbm_pr_default,42
num__cash_out_ratio_proxy,810,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_05_median,665,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_01_median,600,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__card4_mode_mastercard,571,lgbm_pr_default_seed42,lgbm_pr_default,42
num__tx_count_total,518,lgbm_pr_default_seed42,lgbm_pr_default,42
num__tx_count_standart_flow,507,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_17_mode,495,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__card4_mode_visa,472,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_11_mean,411,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_03_count,393,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_anonymous.com,357,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_yahoo.com,350,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_hotmail.com,347,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_09_count,331,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_18_mode,270,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_aol.com,257,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__card6_mode_credit,249,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_MISSING,238,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_11_median,230,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_09_mean,224,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Windows 7,224,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_chrome 63.0,221,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_33_mode_1366x768,208,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__card4_mode_discover,203,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_33_mode_1920x1080,195,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_38_mode_F,180,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_33_mode_2208x1242,180,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_34_mode_match_status:2,177,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_ie 11.0 for desktop,155,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Windows 10,148,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_chrome 62.0,148,lgbm_pr_default_seed42,lgbm_pr_default,42
num__device_type_nunique,137,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_32_mode,132,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_outlook.com,128,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_12_mode_Found,128,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_mobile safari 11.0,127,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_37_mode_F,126,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_safari generic,122,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_03_mean,120,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_icloud.com,118,lgbm_pr_default_seed42,lgbm_pr_default,42
num__addr2_nunique,118,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_16_mode_NotFound,116,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_iOS 11.1.2,114,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_firefox,113,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_05_count,106,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_chrome generic,106,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_infrequent_sklearn,105,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_33_mode_2048x1536,105,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_mobile safari generic,104,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_mail.com,102,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_29_mode_Found,101,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_33_mode_1280x720,99,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_15_mode_New,96,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_37_mode_T,95,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_33_mode_2436x1125,92,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_chrome 63.0 for android,92,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_34_mode_match_status:1,91,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_12_mode_NotFound,90,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_38_mode_T,84,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_04_mean,83,lgbm_pr_default_seed42,lgbm_pr_default,42
num__tx_count_high_risk_flow,82,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_10_median,82,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__card4_mode_american express,81,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Mac OS X 10_12_6,80,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_09_median,79,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_mobile safari 10.0,79,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_chrome 65.0,78,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_rocketmail.com,76,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_att.net,74,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_16_mode_Found,72,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_iOS 11.2.6,70,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_ymail.com,68,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Android 7.0,67,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_edge 15.0,66,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_chrome 66.0,66,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_edge 16.0,65,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_10_mean,63,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Mac OS X 10_10_5,62,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Mac OS X 10_11_6,61,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Mac OS X 10_13_1,60,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_iOS 11.2.1,60,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_sbcglobal.net,59,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_33_mode_1280x800,59,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_firefox 57.0,59,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_chrome 65.0 for android,58,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_33_mode_1600x900,58,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_optonline.net,57,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_me.com,57,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_07_count,54,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_33_mode_2560x1440,53,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_comcast.net,53,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_live.com.mx,52,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_ie 11.0 for tablet,52,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Android,52,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_chrome 64.0,51,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_chrome 62.0 for android,51,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_msn.com,49,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_15_mode_Unknown,49,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_33_mode_3360x2100,46,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_MISSING,46,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_15_mode_Found,46,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_04_count,45,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_29_mode_NotFound,45,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_33_mode_infrequent_sklearn,43,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_33_mode_MISSING,42,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_33_mode_1334x750,42,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_iOS 11.2.2,42,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_iOS 11.3.0,41,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_28_mode_Found,40,lgbm_pr_default_seed42,lgbm_pr_default,42
num__productcd_nunique,39,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Windows 8.1,39,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_33_mode_2880x1800,38,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Android 8.0.0,38,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_yahoo.com.mx,38,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_charter.net,38,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_verizon.net,38,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_iOS 11.2.0,38,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_bellsouth.net,37,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_infrequent_sklearn,36,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_35_mode_F,35,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_iOS 11.0.3,35,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_36_mode_F,35,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_chrome 64.0 for android,35,lgbm_pr_default_seed42,lgbm_pr_default,42
num__identity_rows,34,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_02_count,34,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_33_mode_1440x900,34,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_firefox 59.0,33,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_16_mode_MISSING,33,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_firefox 58.0,32,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_samsung browser 6.2,31,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_safari 11.0,30,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_33_mode_1680x1050,29,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_cox.net,28,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_34_mode_MISSING,26,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_36_mode_T,25,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_28_mode_New,25,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Android 5.1.1,25,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_10_count,25,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Mac OS X 10_13_2,25,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_33_mode_1920x1200,25,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_33_mode_2220x1080,24,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_live.com,23,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_33_mode_2732x2048,21,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_mac.com,19,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_firefox 52.0,18,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__card6_mode_debit,18,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_03_median,17,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_33_mode_1280x1024,17,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_iOS 9.3.5,16,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_33_mode_2560x1600,16,lgbm_pr_default_seed42,lgbm_pr_default,42
num__history_support_score,15,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Linux,14,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_mobile safari 9.0,13,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_35_mode_T,12,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Mac OS X 10.13,12,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_chrome 49.0,12,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_iOS 11.2.5,11,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_34_mode_match_status:0,11,lgbm_pr_default_seed42,lgbm_pr_default,42
num__low_history_flag,11,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_chrome 61.0,11,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_33_mode_1136x640,11,lgbm_pr_default_seed42,lgbm_pr_default,42
num__identity_present,11,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_chrome 66.0 for android,10,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_iOS 11.1.1,9,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_33_mode_2001x1125,8,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_04_median,8,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_08_count,7,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_chrome,7,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Android 7.1.1,7,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_06_count,7,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__card6_mode_MISSING,7,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Mac,7,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Mac OS X 10_13_3,7,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Mac OS X 10_13_4,6,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_33_mode_1024x768,6,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_MISSING,4,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__card4_mode_MISSING,4,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_31_mode_chrome generic for android,3,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_15_mode_MISSING,3,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_12_mode_MISSING,1,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Android 6.0.1,1,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_iOS 10.2.1,1,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_iOS 10.3.3,1,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_01_count,1,lgbm_pr_default_seed42,lgbm_pr_default,42
num__id_11_count,1,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__top_email_domain_earthlink.net,1,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_35_mode_MISSING,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_iOS 11.1.0,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_iOS 11.0.2,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_iOS 11.0.1,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_iOS 11.0.0,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_iOS 10.3.1,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_iOS 10.3.2,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_iOS 10.1.1,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_iOS 10.2.0,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Android 6.0,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_iOS,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_iOS 10.0.2,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Windows Vista,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_28_mode_MISSING,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_29_mode_MISSING,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Android 4.4.2,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Android 5.0.2,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Mac OS X 10_12_5,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Mac OS X 10_8_5,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Mac OS X 10_7_5,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Mac OS X 10_6_8,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Windows 8,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Windows XP,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Mac OS X 10_9_5,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_37_mode_MISSING,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Android 8.1.0,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Mac OS X 10.10,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Mac OS X 10.11,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Mac OS X 10.12,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Mac OS X 10.9,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Mac OS X 10_11_5,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Mac OS X 10_12_3,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_30_mode_Mac OS X 10_12_4,0,lgbm_pr_default_seed42,lgbm_pr_default,42
cat__id_34_mode_infrequent_sklearn,0,lgbm_pr_default_seed42,lgbm_pr_default,42
num__tx_amount_mean,6925,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__tx_amount_median_proxy,6565,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__tx_amount_sum,6306,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__tx_amount_std,4965,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__avg_inter_tx_seconds,4669,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__tx_dt_span_days,4115,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__id_20_mode,4068,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__tx_sum_stanadart_flow_proxy_proxy,4002,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__id_19_mode,3837,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__id_02_mean,3723,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__id_02_median,3481,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__tx_freq_per_day,2631,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__odd_amount_share,2434,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__crypto_pattern_score,2299,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__num_missing_identity,2235,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__daily_activity_share,2150,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__id_01_mean,2010,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__amount_repeat_share,1966,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__id_06_mean,1951,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__non_null_id_values,1906,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__tx_sum_high_risk_flow_proxy,1805,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__id_05_mean,1606,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__short_turnover_share,1527,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__id_13_mode,1512,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__high_risk_vs_mean,1355,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__id_06_median,1261,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__MCC_risk_share_proxy,1198,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__weighted_amount_repeat_share,1153,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__top_email_domain_gmail.com,1112,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__id_14_mode,1073,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__cash_out_ratio_proxy,980,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__id_05_median,830,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__id_01_median,817,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__card4_mode_mastercard,799,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__tx_count_total,711,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__tx_count_standart_flow,694,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__card4_mode_visa,692,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__id_11_mean,623,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__id_17_mode,530,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__id_03_count,522,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__top_email_domain_yahoo.com,519,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__top_email_domain_anonymous.com,454,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__id_09_count,434,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__top_email_domain_hotmail.com,429,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__id_18_mode,324,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__top_email_domain_aol.com,319,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__top_email_domain_MISSING,311,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__id_31_mode_chrome 63.0,298,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__id_11_median,297,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__id_09_mean,292,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__card6_mode_credit,280,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__id_38_mode_F,272,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__id_33_mode_1920x1080,266,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__id_30_mode_Windows 7,249,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__card4_mode_discover,234,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__id_33_mode_1366x768,218,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__id_34_mode_match_status:2,215,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__id_33_mode_2208x1242,215,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__id_12_mode_Found,199,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__id_37_mode_F,191,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__device_type_nunique,186,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__id_31_mode_chrome 62.0,175,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__addr2_nunique,167,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__id_31_mode_mobile safari 11.0,161,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__id_03_mean,160,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__id_31_mode_ie 11.0 for desktop,155,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__id_37_mode_T,155,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__id_31_mode_mobile safari generic,153,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__id_30_mode_Windows 10,152,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__tx_count_high_risk_flow,149,lgbm_pr_default_seed2026,lgbm_pr_default,2026
num__id_05_count,146,lgbm_pr_default_seed2026,lgbm_pr_default,2026
cat__id_16_mode_NotFound,145,lgbm_pr_default_seed2026,lgbm_pr_default,2026
