feature,importance,model,base_config,seed
cat__id_30_mode_iOS 11.2.5,1,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_31_mode_chrome 49.0,1,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_29_mode_MISSING,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_Android 4.4.2,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_Android 6.0,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_Android 5.0.2,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_Android 6.0.1,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_Mac OS X 10_12_5,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_34_mode_infrequent_sklearn,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_35_mode_MISSING,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_38_mode_MISSING,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_37_mode_MISSING,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_36_mode_MISSING,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_Android 7.1.1,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_Mac OS X 10.10,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_Mac OS X 10.11,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_Android 8.1.0,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_Linux,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_Mac OS X 10.13,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_Mac OS X 10.12,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_Mac OS X 10.9,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_Mac OS X 10_11_5,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_Mac OS X 10_12_4,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_Mac OS X 10_12_3,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_28_mode_MISSING,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_34_mode_match_status:0,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__top_email_domain_yahoo.fr,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__top_email_domain_yahoo.es,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__top_email_domain_yahoo.de,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__top_email_domain_windstream.net,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__top_email_domain_web.de,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_iOS 11.1.1,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_iOS 11.1.0,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_iOS 11.0.2,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_iOS 11.0.1,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_iOS 11.0.0,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_iOS 10.3.3,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_iOS 10.3.2,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_iOS 10.3.1,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_iOS 10.2.1,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_iOS 10.2.0,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_iOS 10.1.1,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_iOS 10.0.2,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_iOS,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_Windows XP,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_Windows Vista,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_Windows 8,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_Mac OS X 10_9_5,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_Mac OS X 10_8_5,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_Mac OS X 10_7_5,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_Mac OS X 10_6_8,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_Mac OS X 10_13_3,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_31_mode_chrome 55.0 for android,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_31_mode_chrome 56.0,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_30_mode_iOS 11.3.1,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__top_email_domain_infrequent_sklearn,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_31_mode_Samsung/SM-G532M,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__id_12_mode_MISSING,0,lgbm_auc_default_seed42,lgbm_auc_default,42
cat__top_email_domain_prodigy.net.mx,0,lgbm_auc_default_seed42,lgbm_auc_default,42
num__tx_amount_mean,1254,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__tx_amount_median_proxy,1212,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__tx_amount_sum,1069,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__avg_inter_tx_seconds,1035,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_20_mode,1016,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_19_mode,879,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_02_median,841,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__tx_amount_std,767,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_02_mean,764,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__tx_dt_span_days,689,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__tx_sum_stanadart_flow_proxy_proxy,640,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__odd_amount_share,583,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__num_missing_identity,477,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__tx_freq_per_day,475,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__tx_sum_high_risk_flow_proxy,451,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_13_mode,401,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_01_mean,400,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__crypto_pattern_score,399,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__daily_activity_share,385,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__short_turnover_share,367,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_06_mean,361,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_05_mean,354,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__non_null_id_values,337,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_14_mode,319,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_gmail.com,303,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__amount_repeat_share,303,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__high_risk_vs_mean,285,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_17_mode,283,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__MCC_risk_share_proxy,268,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_06_median,257,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__cash_out_ratio_proxy,233,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_anonymous.com,187,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_05_median,182,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_01_median,161,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__weighted_amount_repeat_share,161,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__card4_mode_mastercard,154,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__tx_count_total,145,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_ie 11.0 for desktop,123,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_MISSING,122,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_09_count,115,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_09_mean,112,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_11_mean,111,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_18_mode,110,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Windows 7,110,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_chrome 62.0,109,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_hotmail.com,106,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__tx_count_standart_flow,105,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_chrome 63.0,105,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_03_count,102,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__card4_mode_visa,98,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_33_mode_1366x768,97,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__card4_mode_discover,95,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_33_mode_2208x1242,93,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_safari generic,89,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_33_mode_1920x1080,85,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_firefox,79,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__card6_mode_credit,75,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_34_mode_match_status:2,74,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_yahoo.com,74,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_11_median,69,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_33_mode_2048x1536,69,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_32_mode,67,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_aol.com,67,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_outlook.com,65,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_mail.com,62,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_12_mode_Found,61,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_33_mode_1280x720,60,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__card4_mode_american express,59,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_infrequent_sklearn,58,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_37_mode_F,57,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Mac OS X 10_12_6,57,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Windows 10,54,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_iOS 11.1.2,54,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_chrome generic,53,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_ie 11.0 for tablet,48,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_33_mode_1600x900,48,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__device_type_nunique,47,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_icloud.com,43,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_38_mode_F,42,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_29_mode_Found,40,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_33_mode_2560x1440,39,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_att.net,39,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Mac OS X 10_11_6,38,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_iOS 11.2.2,38,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__addr2_nunique,37,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_mobile safari 11.0,36,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_sbcglobal.net,32,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_comcast.net,32,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_chrome 62.0 for android,32,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_mobile safari 10.0,31,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_33_mode_2436x1125,31,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_12_mode_NotFound,30,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Windows 8.1,30,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_16_mode_NotFound,29,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_edge 15.0,29,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Android,29,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Mac OS X 10_10_5,29,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_me.com,28,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_firefox 57.0,28,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Mac OS X 10_13_1,27,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_15_mode_New,27,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_iOS 11.2.6,26,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_05_count,25,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_mobile safari generic,25,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_09_median,24,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_04_mean,24,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_33_mode_2732x2048,23,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_edge 16.0,23,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_33_mode_1280x800,23,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_15_mode_Unknown,23,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_35_mode_F,22,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_33_mode_1680x1050,22,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_chrome 63.0 for android,22,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_10_median,22,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_33_mode_2880x1800,21,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_firefox 59.0,21,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_33_mode_1440x900,21,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_ymail.com,21,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_16_mode_Found,21,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_36_mode_F,21,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_chrome 65.0 for android,21,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_samsung browser 6.2,20,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_38_mode_T,20,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__tx_count_high_risk_flow,20,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Mac OS X 10_13_2,20,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_rocketmail.com,19,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_iOS 11.0.3,18,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_msn.com,18,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_optonline.net,18,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_iOS 11.2.1,18,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_34_mode_MISSING,18,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Android 5.1.1,17,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_37_mode_T,17,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_33_mode_3360x2100,17,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_33_mode_2220x1080,17,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_chrome 65.0,17,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_yahoo.com.mx,17,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Android 7.0,16,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_07_count,16,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_33_mode_infrequent_sklearn,15,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_safari 11.0,15,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_34_mode_match_status:1,15,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_MISSING,15,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_firefox 58.0,14,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Android 8.0.0,14,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_verizon.net,13,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__history_support_score,13,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__card6_mode_debit,13,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_chrome 64.0,13,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_15_mode_Found,11,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__productcd_nunique,11,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_36_mode_T,11,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_iOS 11.2.0,10,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_33_mode_1334x750,10,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_live.com,10,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_iOS 11.3.0,10,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_firefox 52.0,10,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_33_mode_MISSING,9,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_chrome 64.0 for android,9,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_10_mean,9,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_16_mode_MISSING,9,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_28_mode_New,8,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_28_mode_Found,8,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_infrequent_sklearn,8,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_02_count,7,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_chrome 66.0,7,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_10_count,7,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_charter.net,7,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_03_mean,7,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Mac OS X 10_13_4,7,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_33_mode_1280x1024,7,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_29_mode_NotFound,7,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Mac,7,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_33_mode_2560x1600,6,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__identity_rows,6,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_bellsouth.net,5,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_mobile safari 9.0,5,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_35_mode_T,5,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_04_count,4,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Mac OS X 10_13_3,4,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_live.com.mx,4,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_iOS 11.2.5,4,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_06_count,3,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_iOS 9.3.5,3,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_08_count,3,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__low_history_flag,2,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_15_mode_MISSING,2,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_33_mode_1920x1200,2,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_MISSING,2,lgbm_auc_default_seed2026,lgbm_auc_default,2026
num__id_11_count,1,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_chrome 49.0,1,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_chrome,1,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_33_mode_1136x640,1,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_31_mode_chrome 61.0,1,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_38_mode_MISSING,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_12_mode_MISSING,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_28_mode_MISSING,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_yahoo.de,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_yahoo.es,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_yahoo.fr,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_windstream.net,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_29_mode_MISSING,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Mac OS X 10.11,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Mac OS X 10.10,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Mac OS X 10.13,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Mac OS X 10_12_3,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Mac OS X 10_12_4,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Mac OS X 10_11_5,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Mac OS X 10.9,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Mac OS X 10.12,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_web.de,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_36_mode_MISSING,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_34_mode_match_status:0,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_35_mode_MISSING,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_34_mode_infrequent_sklearn,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_37_mode_MISSING,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_infrequent_sklearn,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_iOS 11.3.1,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_iOS 11.1.1,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_iOS 11.1.0,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_iOS 10.3.2,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_iOS 10.3.3,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_iOS 11.0.0,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_iOS 11.0.1,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_iOS 11.0.2,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_iOS 10.2.1,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_iOS 10.3.1,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_iOS 10.2.0,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Windows Vista,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Windows XP,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_iOS,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_iOS 10.0.2,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_iOS 10.1.1,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Mac OS X 10_7_5,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Mac OS X 10_6_8,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_twc.com,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Mac OS X 10_12_5,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_suddenlink.net,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Windows 8,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Mac OS X 10_9_5,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__id_30_mode_Mac OS X 10_8_5,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_netzero.net,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_netzero.com,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_prodigy.net.mx,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_outlook.es,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
cat__top_email_domain_protonmail.com,0,lgbm_auc_default_seed2026,lgbm_auc_default,2026
