bootstrap_iter,roc_auc,pr_auc,top5_precision,top5_recall,recall_at_fpr_0_01,precision_at_fpr_0_01,recall_at_fpr_0_03,precision_at_fpr_0_03,recall_at_fpr_0_05,precision_at_fpr_0_05
22,0.8989042708971073,0.5342316877208545,0.4304281345565749,0.5780287474332649,0.4527720739219713,0.6372832369942196,0.5811088295687885,0.4287878787878788,0.6498973305954825,0.3347435219460603
23,0.8996580649561309,0.4808888050670986,0.3922018348623853,0.5674778761061947,0.4269911504424779,0.6050156739811913,0.5553097345132744,0.39936356404136836,0.6404867256637168,0.3150163220892274
24,0.9019914358170726,0.4903314147082848,0.4074923547400612,0.5658174097664543,0.42038216560509556,0.6111111111111112,0.5605095541401274,0.411214953271028,0.6443736730360934,0.3254691689008043
25,0.8991781419307354,0.4826217233007012,0.3922018348623853,0.5649779735682819,0.40308370044052866,0.5941558441558441,0.5594713656387665,0.40189873417721517,0.6420704845814978,0.31633206728160607
26,0.9037389841480967,0.5185095422036333,0.4327217125382263,0.5717171717171717,0.41818181818181815,0.6234939759036144,0.5717171717171717,0.42976461655277143,0.6515151515151515,0.3391167192429022
27,0.9001751956795612,0.4914926748037003,0.404434250764526,0.5562565720294427,0.39852786540483703,0.6025437201907791,0.5541535226077813,0.41365777080062793,0.6445846477392219,0.32745726495726496
28,0.9006127981393031,0.5083089166003455,0.4304281345565749,0.5590863952333665,0.42502482621648463,0.6303387334315169,0.5590863952333665,0.4274867122247532,0.6464746772591857,0.3415529905561385
29,0.9024800214229011,0.5211109971129426,0.441131498470948,0.5741293532338309,0.43582089552238806,0.6357039187227866,0.5761194029850746,0.43435858964741186,0.6437810945273632,0.3399894902785076
30,0.9049684763787147,0.4984620560753257,0.40825688073394495,0.5662778366914104,0.42629904559915166,0.6156202143950995,0.5630965005302226,0.4129082426127527,0.6489925768822906,0.3270978086584714
31,0.9102845437809444,0.5062837751155609,0.4441896024464832,0.5815815815815816,0.4074074074074074,0.6232771822358346,0.5825825825825826,0.4356287425149701,0.6796796796796797,0.35144927536231885
32,0.8875392522342197,0.456660073523788,0.3929663608562691,0.5348595213319459,0.3777315296566077,0.5921696574225123,0.5348595213319459,0.4060031595576619,0.6097814776274714,0.3176151761517615
33,0.8997487604160128,0.5071908578415409,0.4181957186544342,0.5782241014799154,0.4090909090909091,0.6094488188976378,0.5782241014799154,0.4201228878648233,0.6596194503171248,0.33191489361702126
34,0.9032377475219263,0.4954842136723934,0.4258409785932722,0.5748194014447885,0.38699690402476783,0.6019261637239165,0.5758513931888545,0.4259541984732824,0.6573787409700722,0.33614775725593665
35,0.8926389245992666,0.48629958183943617,0.4304281345565749,0.533649289099526,0.37725118483412323,0.615146831530139,0.5374407582938389,0.42987111448066717,0.6123222748815166,0.34017904160084256
36,0.88841068508305,0.47252279031039324,0.4090214067278288,0.5393145161290323,0.38911290322580644,0.6088328075709779,0.5282258064516129,0.41001564945226915,0.626008064516129,0.3312
37,0.8967262761047544,0.498465827801418,0.41131498470948014,0.5772532188841202,0.4334763948497854,0.6158536585365854,0.572961373390558,0.41459627329192544,0.657725321888412,0.32728243459690337
38,0.9056953446927052,0.4918566220301612,0.4243119266055046,0.5611729019211324,0.38827098078867545,0.6056782334384858,0.5611729019211324,0.4243119266055046,0.6420626895854399,0.33615669666490205
39,0.8898140077866044,0.4933589379772909,0.4243119266055046,0.5451866404715128,0.4027504911591356,0.6202723146747352,0.5451866404715128,0.4243119266055046,0.6208251473477406,0.33510074231177095
40,0.8955692508958045,0.47222816604342943,0.382262996941896,0.5422993492407809,0.4088937093275488,0.5993640699523053,0.53470715835141,0.39503205128205127,0.613882863340564,0.3099671412924425
41,0.9037980139936208,0.5014580584836363,0.4243119266055046,0.5721649484536082,0.40515463917525774,0.6111975116640747,0.5721649484536082,0.42366412213740456,0.6494845360824743,0.3340402969247084
42,0.9043826812637412,0.5005438832891475,0.43119266055045874,0.5772773797338793,0.41760491299897645,0.6191198786039454,0.5772773797338793,0.42889733840304184,0.6458546571136131,0.3342161016949153
43,0.9026375991046048,0.5278881352895832,0.4418960244648318,0.5666666666666667,0.4441176470588235,0.6443812233285917,0.5696078431372549,0.4358589647411853,0.6401960784313725,0.34242265338227584
44,0.897308348939217,0.47847782143805556,0.4105504587155963,0.5301085883514314,0.3820335636722606,0.6065830721003135,0.5261599210266535,0.41478599221789886,0.6021717670286278,0.32690246516613075
45,0.8987941935101154,0.4830708572385845,0.4105504587155963,0.5541795665634675,0.3973168214654283,0.6062992125984252,0.5479876160990712,0.4135514018691589,0.6264189886480909,0.3259935553168636
46,0.8849033445058031,0.49666401101269547,0.4181957186544342,0.5405138339920948,0.4258893280632411,0.6319648093841642,0.5405138339920948,0.4217424826522745,0.633399209486166,0.3379019504480759
47,0.8966764454769279,0.4834306223757166,0.4074923547400612,0.5552083333333333,0.421875,0.6173780487804879,0.5552083333333333,0.41414141414141414,0.6354166666666666,0.3265524625267666
48,0.9042277505787023,0.516632867686171,0.42737003058103973,0.5657894736842105,0.4230769230769231,0.624813153961136,0.5657894736842105,0.4270435446906035,0.659919028340081,0.34154007333682557
49,0.9046318758560151,0.49946405546230377,0.4197247706422018,0.5846645367412141,0.44195953141640043,0.6240601503759399,0.5846645367412141,0.4206896551724138,0.6570820021299254,0.32941804591564333
50,0.8990705015821219,0.4928892326506574,0.41131498470948014,0.5766345123258306,0.42765273311897106,0.6129032258064516,0.5766345123258306,0.41802641802641805,0.6463022508038585,0.32367149758454106
51,0.895192727963085,0.49881620040063923,0.4327217125382263,0.5671342685370742,0.40380761523046094,0.6162079510703364,0.5671342685370742,0.4291129643669447,0.6492985971943888,0.3401574803149606
52,0.8988888949304585,0.5011360670532987,0.42966360856269115,0.569402228976697,0.43566362715298884,0.631424375917768,0.569402228976697,0.4270516717325228,0.6595744680851063,0.3411949685534591
53,0.9007552369594101,0.47829197396635537,0.40672782874617736,0.5484536082474227,0.3865979381443299,0.5990415335463258,0.5432989690721649,0.4110764430577223,0.6350515463917525,0.3287086446104589
54,0.8936634755635232,0.4942019347379927,0.41437308868501527,0.5474747474747474,0.4090909090909091,0.6221198156682027,0.5474747474747474,0.4191802010827533,0.6222222222222222,0.32905982905982906
55,0.9045557702174054,0.5027114880896554,0.4418960244648318,0.5826612903225806,0.4314516129032258,0.6312684365781711,0.5846774193548387,0.43609022556390975,0.6421370967741935,0.33721545791424035
56,0.8952374975397066,0.4941071208195411,0.40825688073394495,0.5609243697478992,0.44642857142857145,0.6305637982195845,0.5577731092436975,0.4135514018691589,0.6281512605042017,0.3232432432432432
57,0.9059843677165154,0.49327018149056107,0.41284403669724773,0.5642633228840125,0.4158829676071055,0.6160990712074303,0.5632183908045977,0.4171826625386997,0.6593521421107628,0.3340391741662255
58,0.9084961012314009,0.5170839946030125,0.4235474006116208,0.5729058945191313,0.43226473629782836,0.624813153961136,0.5729058945191313,0.4232238349885409,0.656670113753878,0.3358011634056055
59,0.8982771466360177,0.48667725532696204,0.3876146788990826,0.5469255663430421,0.40560949298813376,0.5996810207336523,0.540453074433657,0.39856801909307876,0.6235167206040992,0.31464344039194336
60,0.9085920235254776,0.5081072620639359,0.45795107033639143,0.5743048897411314,0.4055608820709492,0.6285289747399703,0.5790987535953979,0.4467455621301775,0.6510067114093959,0.3512674599068805
61,0.9033340458467934,0.5055853091072896,0.41131498470948014,0.5847826086956521,0.4467391304347826,0.6199095022624435,0.5847826086956521,0.41640866873065013,0.6608695652173913,0.3256561328334226
62,0.8908147466837341,0.48861600795489785,0.4136085626911315,0.5617860851505712,0.40498442367601245,0.609375,0.5586708203530634,0.41640866873065013,0.6272066458982347,0.3245566899516389
63,0.8914777291108482,0.4863242382176407,0.38990825688073394,0.5408271474019088,0.4209968186638388,0.6136012364760433,0.5323435843054083,0.4003189792663477,0.6182396606574762,0.3166757197175448
64,0.9014717853128261,0.5224416345853072,0.44571865443425074,0.5721295387634936,0.43768400392541706,0.6408045977011494,0.5740922473012757,0.437219730941704,0.6555446516192346,0.34737389495579823
65,0.8961700833460713,0.478918654106393,0.4181957186544342,0.5415841584158416,0.37425742574257426,0.6038338658146964,0.5415841584158416,0.4207692307692308,0.6267326732673267,0.33509793541556376
66,0.9008120230231513,0.5056992691423037,0.4380733944954128,0.5776209677419355,0.42943548387096775,0.6301775147928994,0.5786290322580645,0.4322289156626506,0.6633064516129032,0.3437826541274817
67,0.8924697715867589,0.4874716088874659,0.42048929663608564,0.5578093306288032,0.40973630831643004,0.616793893129771,0.5578093306288032,0.42210283960092093,0.6399594320486816,0.3342161016949153
68,0.8890634470765549,0.47895323665667366,0.3967889908256881,0.5538954108858057,0.3927427961579509,0.5954692556634305,0.5496264674493063,0.4061514195583596,0.6360725720384205,0.32112068965517243
69,0.8905405381100684,0.4688893872474667,0.39067278287461776,0.5384615384615384,0.40147523709167543,0.6038034865293186,0.5353003161222339,0.40253565768621236,0.6238145416227608,0.32
70,0.8965435686027647,0.4911322796738618,0.4090214067278288,0.5752688172043011,0.41935483870967744,0.609375,0.5731182795698925,0.41414141414141414,0.6548387096774193,0.3258426966292135
71,0.9074280814599193,0.5246598858931274,0.43119266055045874,0.5743380855397149,0.42769857433808556,0.6278026905829597,0.5804480651731161,0.4308390022675737,0.6720977596741344,0.3444676409185804
72,0.887804868624499,0.47682698597470186,0.4181957186544342,0.5598771750255885,0.38178096212896623,0.5977564102564102,0.5588536335721597,0.42,0.6438075742067554,0.33351007423117707
73,0.8986900965852516,0.5000510560474296,0.4181957186544342,0.5686070686070686,0.4293139293139293,0.6238670694864048,0.5686070686070686,0.4220679012345679,0.6486486486486487,0.33156216790648246
74,0.8901478801639652,0.5082396823819985,0.43577981651376146,0.5671641791044776,0.42885572139303485,0.6366322008862629,0.5711442786069652,0.4322289156626506,0.6427860696517413,0.3408970976253298
75,0.8963869559228754,0.478013217627852,0.43425076452599387,0.5663010967098704,0.39581256231306083,0.6136012364760433,0.5682951146560319,0.4308390022675737,0.6669990029910269,0.3477130977130977
76,0.8889253715443827,0.4915315766819286,0.4243119266055046,0.5533399800598205,0.42073778664007977,0.6279761904761905,0.5533399800598205,0.4239877769289534,0.6311066799601196,0.3358090185676393
77,0.8942807771060288,0.4985867216814514,0.4319571865443425,0.5747711088504578,0.44557477110885046,0.6357039187227866,0.5768056968463886,0.429220287660863,0.6337741607324516,0.3313829787234043
78,0.8941339065585955,0.49370884080348515,0.4151376146788991,0.5490394337714863,0.4044489383215369,0.6144393241167435,0.5419615773508595,0.4161490683229814,0.6380182002022244,0.3343932167461579
79,0.9043516480016286,0.4865367601563275,0.4074923547400612,0.5818777292576419,0.435589519650655,0.6129032258064516,0.5796943231441049,0.4135514018691589,0.6528384279475983,0.32237196765498655
80,0.8885734962710683,0.4688298006929539,0.382262996941896,0.5341880341880342,0.3995726495726496,0.5993589743589743,0.5299145299145299,0.3968,0.6014957264957265,0.30900109769484085
81,0.9049164097440343,0.5282836191357623,0.46406727828746175,0.588748787584869,0.44034917555771097,0.6458036984352774,0.5916585838991271,0.4485294117647059,0.6692531522793405,0.3549382716049383
82,0.9000388004019856,0.5205670063191409,0.4334862385321101,0.5827338129496403,0.45426515930113054,0.6396526772793053,0.5847893114080165,0.43008314436885864,0.6485097636176773,0.3340391741662255
83,0.9009048018351454,0.49095856904892965,0.4319571865443425,0.5707070707070707,0.3939393939393939,0.6103286384976526,0.5707070707070707,0.4286798179059181,0.6575757575757576,0.3411949685534591
84,0.8987528823350743,0.5004213610907015,0.4258409785932722,0.581419624217119,0.44676409185803756,0.6303387334315169,0.581419624217119,0.42616679418515685,0.6482254697286013,0.3303191489361702
85,0.9064517029908787,0.5018300496222491,0.43425076452599387,0.5784114052953157,0.42668024439918534,0.6253731343283582,0.5784114052953157,0.4296520423600605,0.6588594704684317,0.3398109243697479
86,0.899415606072343,0.5160672075150523,0.40672782874617736,0.565356004250797,0.42826780021253985,0.6162079510703364,0.5642933049946866,0.4125874125874126,0.6599362380446334,0.3304949441192123
87,0.9040358141443116,0.47913736549123875,0.3952599388379205,0.5619565217391305,0.40652173913043477,0.5984,0.5532608695652174,0.4026898734177215,0.6423913043478261,0.3196322336398053
88,0.8878250004181294,0.4479292765645972,0.38149847094801226,0.5325506937033084,0.3703308431163287,0.5812395309882747,0.5314834578441836,0.3974461292897047,0.5987193169690501,0.30807248764415157
89,0.8976972528123311,0.5042756156812581,0.4525993883792049,0.5764362220058422,0.4050632911392405,0.6246246246246246,0.5803310613437196,0.44180874722016306,0.6504381694255112,0.34737389495579823
90,0.903616150914522,0.5068563125547016,0.42048929663608564,0.565843621399177,0.43621399176954734,0.6309523809523809,0.565843621399177,0.42242703533026116,0.6327160493827161,0.328525641025641
91,0.8976742234019518,0.48212747027262853,0.42201834862385323,0.5374878286270691,0.3933787731256086,0.616793893129771,0.5365141187925998,0.42319508448540705,0.6231742940603701,0.3380876914949815
92,0.9125957864952051,0.5313755764374106,0.46406727828746175,0.599802371541502,0.4426877470355731,0.6409155937052933,0.6086956521739131,0.4502923976608187,0.6788537549407114,0.3543063434760186
93,0.9009255604966486,0.5033485338107319,0.4120795107033639,0.5602910602910602,0.4126819126819127,0.6145510835913313,0.5592515592515592,0.41608662026295434,0.6288981288981289,0.32457081545064376
94,0.8846585615356787,0.4884557843225737,0.40672782874617736,0.5495867768595041,0.41838842975206614,0.6183206106870229,0.5464876033057852,0.41360437842064113,0.6301652892561983,0.32672737011247993
95,0.8975918476461267,0.5095915807704122,0.4258409785932722,0.5772020725388601,0.41761658031088084,0.6162079510703364,0.5792746113989637,0.4254185692541857,0.6455958549222798,0.3315593400745077
96,0.8875155140133103,0.490261431961497,0.4181957186544342,0.5437375745526839,0.40357852882703776,0.6189024390243902,0.5437375745526839,0.4207692307692308,0.6192842942345924,0.3319126265316995
97,0.9067747394797552,0.5229393205358619,0.4418960244648318,0.578,0.423,0.6294642857142857,0.58,0.43543543543543545,0.668,0.347012987012987
98,0.9024734550090374,0.5145124720405473,0.4350152905198777,0.5633663366336633,0.45445544554455447,0.6464788732394366,0.5663366336633663,0.43202416918429004,0.6603960396039604,0.34739583333333335
99,0.8930525100251288,0.4483048916924231,0.3845565749235474,0.5234131113423517,0.3777315296566077,0.5912052117263844,0.5171696149843913,0.39696485623003197,0.5962539021852237,0.3129437465865647
100,0.8984854341135771,0.4955867715463245,0.4441896024464832,0.5735439289239882,0.4126357354392892,0.625748502994012,0.5755182625863771,0.4370314842578711,0.6377097729516288,0.34
101,0.9036769717895916,0.5197657272422191,0.4441896024464832,0.5792622133599202,0.43270189431704886,0.6345029239766082,0.580259222333001,0.4356287425149701,0.6560319042871385,0.34414225941422594
102,0.9113450961445708,0.517012615009074,0.43883792048929665,0.5905349794238683,0.41975308641975306,0.6191198786039454,0.5936213991769548,0.4348153730218538,0.6748971193415638,0.34273772204806685
103,0.8995711496883351,0.4996549662935883,0.39755351681957185,0.5664488017429193,0.42592592592592593,0.6090342679127726,0.565359477124183,0.40705882352941175,0.6481481481481481,0.32058189655172414
104,0.908752996291148,0.495177992212505,0.42507645259938837,0.5599194360523666,0.3997985901309164,0.6126543209876543,0.5599194360523666,0.4254016832440704,0.649546827794562,0.33929510783798
105,0.8961179456473483,0.4770969609887379,0.39143730886850153,0.5278350515463918,0.40103092783505156,0.6087636932707355,0.5257731958762887,0.4041204437400951,0.6154639175257732,0.32183288409703503
106,0.9054367727795634,0.5074057715138989,0.4304281345565749,0.576844262295082,0.4405737704918033,0.631424375917768,0.576844262295082,0.4281368821292776,0.6516393442622951,0.3359746434231379
107,0.8988329542512262,0.4742979597267277,0.4212538226299694,0.5571284125379171,0.3832153690596562,0.6035031847133758,0.5571284125379171,0.42254601226993865,0.621840242669363,0.32887700534759357
108,0.8974692132626598,0.4639832250353439,0.37155963302752293,0.5406006674082313,0.38487208008898777,0.5785953177257525,0.5305895439377085,0.386547811993517,0.6151279199110122,0.3046831955922865
109,0.897236174739305,0.4888237679091921,0.40825688073394495,0.55741127348643,0.4091858037578288,0.6105919003115264,0.5490605427974948,0.4109375,0.6336116910229646,0.32564377682403434
110,0.899258450761782,0.5193183412948438,0.4197247706422018,0.5517587939698493,0.421105527638191,0.6272455089820359,0.5507537688442211,0.42089093701996927,0.6462311557788945,0.33842105263157896
111,0.8888155771012005,0.5018572123685845,0.4243119266055046,0.5663265306122449,0.40408163265306124,0.6130030959752322,0.5663265306122449,0.42496171516079634,0.6418367346938776,0.333864118895966
112,0.8995666742014605,0.4978989391783783,0.4288990825688073,0.5527093596059113,0.3960591133004926,0.6175115207373272,0.5527093596059113,0.4269406392694064,0.6236453201970443,0.3356309650053022
113,0.9007546790837936,0.5052585264504357,0.4350152905198777,0.5812053115423902,0.42594484167517876,0.6261261261261262,0.5842696629213483,0.43137254901960786,0.6547497446373851,0.33754607688256977
114,0.8912074456607807,0.4761600387574342,0.4036697247706422,0.5354969574036511,0.39148073022312374,0.6097946287519748,0.5294117647058824,0.40941176470588236,0.6186612576064908,0.32672737011247993
115,0.903929759119469,0.4908759451323515,0.40825688073394495,0.5493827160493827,0.41358024691358025,0.6165644171779141,0.5473251028806584,0.4140077821011673,0.6255144032921811,0.3258306538049303
116,0.8886186061698242,0.5008056510675862,0.4181957186544342,0.5616016427104723,0.42915811088295686,0.625748502994012,0.5605749486652978,0.42,0.6396303901437371,0.3313829787234043
117,0.8942616530416795,0.4697545687220541,0.4013761467889908,0.553213909378293,0.40252897787144365,0.6034755134281201,0.5489989462592202,0.4089481946624804,0.6174920969441517,0.3176151761517615
118,0.9015916157648969,0.516348003436122,0.42813455657492355,0.5555555555555556,0.44345238095238093,0.6404011461318052,0.5595238095238095,0.428246013667426,0.6448412698412699,0.3410283315844701
119,0.8886688857108132,0.46612400460877146,0.4013761467889908,0.5451713395638629,0.3862928348909657,0.5980707395498392,0.5389408099688473,0.4080188679245283,0.6240913811007269,0.3234660925726588
120,0.8991407112666424,0.48254322677736494,0.4036697247706422,0.5546218487394958,0.4054621848739496,0.6078740157480315,0.5525210084033614,0.4122257053291536,0.6281512605042017,0.32202477113624123
121,0.890137237251012,0.4799532190905104,0.4181957186544342,0.5639175257731959,0.41237113402061853,0.6153846153846154,0.5639175257731959,0.42044581091468103,0.6371134020618556,0.3297758804695838
122,0.8947200503341904,0.5227713009817048,0.42813455657492355,0.5679513184584178,0.4553752535496957,0.6414285714285715,0.5679513184584178,0.4268292682926829,0.6328600405679513,0.33191489361702126
123,0.9059091847361009,0.5050906094376938,0.4304281345565749,0.5715736040609137,0.4071065989847716,0.6159754224270353,0.5736040609137056,0.4286798179059181,0.6487309644670051,0.3370253164556962
124,0.8987344152918155,0.5098752152480377,0.45795107033639143,0.5645617342130066,0.4288407163053723,0.6453900709219859,0.5692742695570217,0.44575645756457566,0.6427898209236569,0.3522727272727273
125,0.9050553708620661,0.5036560156108085,0.42737003058103973,0.5727459016393442,0.4364754098360656,0.6292466765140325,0.5747950819672131,0.4279176201372998,0.6629098360655737,0.3401682439537329
126,0.8996275808462209,0.48880862897178246,0.4136085626911315,0.5514780835881753,0.38634046890927626,0.6064,0.5494393476044852,0.4178294573643411,0.6309887869520897,0.3297815663292488
127,0.9036809869518938,0.4826378386142545,0.3876146788990826,0.5614617940199336,0.4008859357696567,0.5915032679738562,0.5526024363233666,0.39729299363057324,0.6256921373200443,0.3094194961664841
128,0.8903840833877967,0.4851130429936609,0.41437308868501527,0.550253807106599,0.3918781725888325,0.6078740157480315,0.550253807106599,0.4182098765432099,0.6294416243654822,0.3304904051172708
129,0.8902079102044786,0.503981783922157,0.4350152905198777,0.564484126984127,0.4305555555555556,0.6335766423357664,0.564484126984127,0.43008314436885864,0.6408730158730159,0.3398211467648606
130,0.8979618618465501,0.502923909020596,0.4136085626911315,0.5503560528992879,0.4160732451678535,0.6225266362252664,0.5503560528992879,0.41776061776061774,0.62970498474059,0.3299573560767591
131,0.8939263094894068,0.46941246297207107,0.4013761467889908,0.5373592630501536,0.4094165813715456,0.6163328197226502,0.5332650972364381,0.40862745098039216,0.623336745138178,0.32636655948553056
132,0.9088399967720582,0.5157726293589671,0.4319571865443425,0.5903866248693835,0.4378265412748171,0.6263079222720478,0.5945663531870429,0.4297583081570997,0.664576802507837,0.3357972544878564
133,0.8978794261932811,0.5050329377965971,0.4197247706422018,0.5424901185770751,0.42391304347826086,0.6327433628318584,0.5424901185770751,0.42328450269853507,0.6185770750988142,0.33297872340425533
134,0.9002245239881558,0.4821711423693094,0.40978593272171254,0.5520082389289392,0.39855818743563337,0.6084905660377359,0.5509783728115345,0.41472868217054265,0.6405767250257467,0.33085106382978724
135,0.8944561043244121,0.4750377551442475,0.40214067278287463,0.5502092050209205,0.3901673640167364,0.5977564102564102,0.549163179916318,0.4104769351055512,0.6391213389121339,0.3270877944325482
136,0.8980337369753892,0.5040412991601638,0.4258409785932722,0.562058526740666,0.4157416750756811,0.622356495468278,0.562058526740666,0.4248665141113654,0.6458123107971746,0.33737480231945177
137,0.8997651222295577,0.5085751977634275,0.4197247706422018,0.5791139240506329,0.41983122362869196,0.613251155624037,0.5780590717299579,0.4205679201841903,0.6666666666666666,0.33456855479089465
138,0.8997461563891844,0.4739362047102191,0.39908256880733944,0.5448851774530271,0.38413361169102295,0.5954692556634305,0.5417536534446764,0.4083398898505114,0.6356993736951984,0.32601713062098503
139,0.8986232864458708,0.4873370318508065,0.4090214067278288,0.5802603036876356,0.4121475054229935,0.6012658227848101,0.579175704989154,0.413953488372093,0.6518438177874186,0.32329209252286173
140,0.8975239031514249,0.49001330120443864,0.40825688073394495,0.5711229946524065,0.4,0.5993589743589743,0.5711229946524065,0.413953488372093,0.6620320855614973,0.329430548163917
141,0.8962994985212848,0.4803314736802814,0.422782874617737,0.5497017892644135,0.3836978131212724,0.6069182389937107,0.5487077534791253,0.42298850574712643,0.6332007952286283,0.3365029054410988
142,0.9020536139627682,0.529817062146201,0.4709480122324159,0.5805843543826579,0.43166823751178135,0.6468926553672316,0.58435438265787,0.4522246535375638,0.6720075400565504,0.36266531027466936
143,0.8927355012108855,0.47307478177107887,0.40825688073394495,0.5476923076923077,0.39282051282051283,0.6041009463722398,0.5446153846153846,0.4138737334372564,0.6225641025641026,0.3258185721953838
144,0.903000776225178,0.4779100028608486,0.404434250764526,0.5603813559322034,0.3802966101694915,0.5885245901639344,0.5603813559322034,0.411993769470405,0.652542372881356,0.3287086446104589
145,0.8883672455876586,0.4805285401931372,0.4243119266055046,0.5686475409836066,0.39651639344262296,0.6075353218210361,0.569672131147541,0.4247517188693659,0.6434426229508197,0.3329798515376458
146,0.8945391690631563,0.477746794446951,0.4059633027522936,0.5451745379876797,0.3973305954825462,0.6065830721003135,0.5420944558521561,0.4118564742589704,0.62217659137577,0.3251072961373391
147,0.9011118140445614,0.5236556184958727,0.43730886850152906,0.5878725590955807,0.4398766700924974,0.6312684365781711,0.5878725590955807,0.4310474755086662,0.6639260020554985,0.33964248159831756
148,0.9078001377572089,0.4999234003145586,0.40825688073394495,0.5615141955835962,0.4206098843322818,0.6153846153846154,0.5594111461619348,0.41368584758942456,0.6466876971608833,0.3281750266808965
149,0.8945827345113389,0.4792888845536188,0.41437308868501527,0.5430861723446894,0.4028056112224449,0.6156202143950995,0.5430861723446894,0.4182098765432099,0.6332665330661322,0.33456855479089465
150,0.9035635658429075,0.5232008397503273,0.43577981651376146,0.5757575757575758,0.4313131313131313,0.6297935103244838,0.5818181818181818,0.43406179351921625,0.6646464646464646,0.3437826541274817
151,0.9043768509188984,0.5189547289438367,0.4319571865443425,0.5747711088504578,0.4069175991861648,0.6144393241167435,0.5747711088504578,0.42835481425322214,0.6785350966429298,0.3468538741549662
