model,split,used_device,elapsed_sec,split_type,pr_auc,precision_0_5,recall_0_5,f1_0_5,pred_positive_rate,roc_auc,partial_roc_auc_fpr_0_01,partial_roc_auc_fpr_0_03,partial_roc_auc_fpr_0_05,partial_roc_auc_fpr_0_1
lgbm_auc_unweighted,val,cpu_after_gpu_fallback,18.214866399765015,proxy_time_split,0.4985397108038301,0.7634660421545667,0.24622356495468278,0.3723586521987436,0.016333244080633438,0.8856259043572141,0.6253675162886367,0.6905318729438257,0.7221368024818846,0.769508343283413
lgbm_auc_unweighted,test,cpu_after_gpu_fallback,18.214866399765015,proxy_time_split,0.4432216791569416,0.7051671732522796,0.19365609348914858,0.30386378519973806,0.012585112080177492,0.885119228005624,0.6033410457750711,0.6688365605473213,0.7029988413719691,0.7515835348167859
